Stnr;År;Mnd;Dag;Time(NMT);TW
76932;2010;1;4;18; 
76932;2010;1;4;19; 
76932;2010;1;4;20; 
76932;2010;1;4;21; 
76932;2010;1;4;22; 
76932;2010;1;4;23; 
76932;2010;1;4;24; 
76932;2010;1;5;1; 
76932;2010;1;5;2; 
76932;2010;1;5;3; 
76932;2010;1;5;4; 
76932;2010;1;5;5; 
76932;2010;1;5;6; 
76932;2010;1;5;7; 
76932;2010;1;5;8; 
76932;2010;1;5;9; 
76932;2010;1;5;10; 
76932;2010;1;5;11; 
76932;2010;1;5;12; 
76932;2010;1;5;13; 
76932;2010;1;5;14; 
76932;2010;1;5;15; 
76932;2010;1;5;16; 
76932;2010;1;5;17; 
76932;2010;1;5;18; 
76932;2010;1;5;19; 
76932;2010;1;5;20; 
76932;2010;1;5;21; 
76932;2010;1;5;22; 
76932;2010;1;5;23; 
76932;2010;1;5;24; 
76932;2010;1;6;1; 
76932;2010;1;6;2; 
76932;2010;1;6;3; 
76932;2010;1;6;4; 
76932;2010;1;6;5; 
76932;2010;1;6;6; 
76932;2010;1;6;7; 
76932;2010;1;6;8; 
76932;2010;1;6;9; 
76932;2010;1;6;10; 
76932;2010;1;6;11; 
76932;2010;1;6;12; 
76932;2010;1;6;13; 
76932;2010;1;6;14; 
76932;2010;1;6;15; 
76932;2010;1;6;16; 
76932;2010;1;6;17; 
76932;2010;1;6;18; 
76932;2010;1;6;19; 
76932;2010;1;6;20; 
76932;2010;1;6;21; 
76932;2010;1;6;22; 
76932;2010;1;6;23; 
76932;2010;1;6;24; 
76932;2010;1;7;1; 
76932;2010;1;7;2; 
76932;2010;1;7;3; 
76932;2010;1;7;4; 
76932;2010;1;7;5; 
76932;2010;1;7;6; 
76932;2010;1;7;7; 
76932;2010;1;7;8; 
76932;2010;1;7;9; 
76932;2010;1;7;10; 
76932;2010;1;7;11; 
76932;2010;1;7;12; 
76932;2010;1;7;13; 
76932;2010;1;7;14; 
76932;2010;1;7;15; 
76932;2010;1;7;16; 
76932;2010;1;7;17; 
76932;2010;1;7;18; 
76932;2010;1;7;19; 
76932;2010;1;7;20; 
76932;2010;1;7;21; 
76932;2010;1;7;22; 
76932;2010;1;7;23; 
76932;2010;1;7;24; 
76932;2010;1;8;1; 
76932;2010;1;8;2; 
76932;2010;1;8;3; 
76932;2010;1;8;4; 
76932;2010;1;8;5; 
76932;2010;1;8;6; 
76932;2010;1;8;7; 
76932;2010;1;8;8; 
76932;2010;1;8;9; 
76932;2010;1;8;10; 
76932;2010;1;8;11; 
76932;2010;1;8;12; 
76932;2010;1;8;13; 
76932;2010;1;8;14; 
76932;2010;1;8;15; 
76932;2010;1;8;16; 
76932;2010;1;8;17; 
76932;2010;1;8;18; 
76932;2010;1;8;19;7.0
76932;2010;1;8;20;7.0
76932;2010;1;8;21;7.0
76932;2010;1;8;22;7.0
76932;2010;1;8;23;7.0
76932;2010;1;8;24;7.0
76932;2010;1;9;1;6.9
76932;2010;1;9;2;7.0
76932;2010;1;9;3;6.9
76932;2010;1;9;4;6.9
76932;2010;1;9;5;6.8
76932;2010;1;9;6;6.9
76932;2010;1;9;7;6.8
76932;2010;1;9;8;6.9
76932;2010;1;9;9;6.8
76932;2010;1;9;10;6.9
76932;2010;1;9;11;6.8
76932;2010;1;9;12;6.8
76932;2010;1;9;13;6.9
76932;2010;1;9;14;6.9
76932;2010;1;9;15;6.9
76932;2010;1;9;16;6.9
76932;2010;1;9;17;6.9
76932;2010;1;9;18;6.9
76932;2010;1;9;19;6.9
76932;2010;1;9;20;7.0
76932;2010;1;9;21;7.0
76932;2010;1;9;22;6.9
76932;2010;1;9;23;6.9
76932;2010;1;9;24;6.9
76932;2010;1;10;1;6.9
76932;2010;1;10;2;6.9
76932;2010;1;10;3;6.9
76932;2010;1;10;4;6.9
76932;2010;1;10;5;6.8
76932;2010;1;10;6;6.8
76932;2010;1;10;7;6.8
76932;2010;1;10;8;6.8
76932;2010;1;10;9;6.9
76932;2010;1;10;10;6.9
76932;2010;1;10;11;6.9
76932;2010;1;10;12;7.0
76932;2010;1;10;13;7.0
76932;2010;1;10;14;7.0
76932;2010;1;10;15;7.0
76932;2010;1;10;16;7.1
76932;2010;1;10;17;7.2
76932;2010;1;10;18;7.2
76932;2010;1;10;19;7.2
76932;2010;1;10;20;7.3
76932;2010;1;10;21;7.3
76932;2010;1;10;22;7.3
76932;2010;1;10;23;7.3
76932;2010;1;10;24;7.3
76932;2010;1;11;1;7.3
76932;2010;1;11;2;7.3
76932;2010;1;11;3;7.3
76932;2010;1;11;4;7.3
76932;2010;1;11;5;7.3
76932;2010;1;11;6;7.3
76932;2010;1;11;7;7.3
76932;2010;1;11;8;7.3
76932;2010;1;11;9;7.3
76932;2010;1;11;10;7.2
76932;2010;1;11;11;7.2
76932;2010;1;11;12; 
76932;2010;1;11;13; 
76932;2010;1;11;14; 
76932;2010;1;11;15; 
76932;2010;1;11;16; 
76932;2010;1;11;17; 
76932;2010;1;11;18; 
76932;2010;1;11;19; 
76932;2010;1;11;20; 
76932;2010;1;11;21; 
76932;2010;1;11;22; 
76932;2010;1;11;23; 
76932;2010;1;11;24; 
76932;2010;1;12;1; 
76932;2010;1;12;2; 
76932;2010;1;12;3; 
76932;2010;1;12;4; 
76932;2010;1;12;5; 
76932;2010;1;12;6; 
76932;2010;1;12;7; 
76932;2010;1;12;8; 
76932;2010;1;12;9; 
76932;2010;1;12;10; 
76932;2010;1;12;11; 
76932;2010;1;12;12; 
76932;2010;1;12;13; 
76932;2010;1;12;14; 
76932;2010;1;12;15; 
76932;2010;1;12;16; 
76932;2010;1;12;17; 
76932;2010;1;12;18; 
76932;2010;1;12;19; 
76932;2010;1;12;20; 
76932;2010;1;12;21; 
76932;2010;1;12;22; 
76932;2010;1;12;23; 
76932;2010;1;12;24; 
76932;2010;1;13;1; 
76932;2010;1;13;2; 
76932;2010;1;13;3; 
76932;2010;1;13;4; 
76932;2010;1;13;5; 
76932;2010;1;13;6; 
76932;2010;1;13;7; 
76932;2010;1;13;8; 
76932;2010;1;13;9; 
76932;2010;1;13;10; 
76932;2010;1;13;11; 
76932;2010;1;13;12; 
76932;2010;1;13;13; 
76932;2010;1;13;14; 
76932;2010;1;13;15; 
76932;2010;1;13;16; 
76932;2010;1;13;17;7.3
76932;2010;1;13;18;7.4
76932;2010;1;13;19;7.3
76932;2010;1;13;20;7.3
76932;2010;1;13;21;7.4
76932;2010;1;13;22;7.3
76932;2010;1;13;23;7.3
76932;2010;1;13;24;7.3
76932;2010;1;14;1;7.3
76932;2010;1;14;2;7.3
76932;2010;1;14;3;7.2
76932;2010;1;14;4;7.2
76932;2010;1;14;5;7.2
76932;2010;1;14;6;7.1
76932;2010;1;14;7;7.1
76932;2010;1;14;8;7.1
76932;2010;1;14;9;7.1
76932;2010;1;14;10;7.1
76932;2010;1;14;11;7.1
76932;2010;1;14;12;7.1
76932;2010;1;14;13;7.1
76932;2010;1;14;14;7.1
76932;2010;1;14;15;7.1
76932;2010;1;14;16;7.1
76932;2010;1;14;17;7.1
76932;2010;1;14;18;7.0
76932;2010;1;14;19;7.0
76932;2010;1;14;20;7.0
76932;2010;1;14;21;7.1
76932;2010;1;14;22;7.1
76932;2010;1;14;23;7.0
76932;2010;1;14;24;7.0
76932;2010;1;15;1;7.0
76932;2010;1;15;2;7.1
76932;2010;1;15;3;7.1
76932;2010;1;15;4;7.1
76932;2010;1;15;5;7.1
76932;2010;1;15;6;7.1
76932;2010;1;15;7;7.1
76932;2010;1;15;8;7.1
76932;2010;1;15;9;7.2
76932;2010;1;15;10;7.2
76932;2010;1;15;11;7.2
76932;2010;1;15;12;7.2
76932;2010;1;15;13;7.2
76932;2010;1;15;14;7.2
76932;2010;1;15;15;7.2
76932;2010;1;15;16;7.2
76932;2010;1;15;17;7.2
76932;2010;1;15;18;7.2
76932;2010;1;15;19;7.2
76932;2010;1;15;20;7.2
76932;2010;1;15;21;7.2
76932;2010;1;15;22;7.2
76932;2010;1;15;23;7.2
76932;2010;1;15;24;7.2
76932;2010;1;16;1;7.2
76932;2010;1;16;2;7.2
76932;2010;1;16;3;7.2
76932;2010;1;16;4;7.2
76932;2010;1;16;5;7.2
76932;2010;1;16;6;7.2
76932;2010;1;16;7;7.2
76932;2010;1;16;8;7.2
76932;2010;1;16;9;7.2
76932;2010;1;16;10;7.2
76932;2010;1;16;11;7.2
76932;2010;1;16;12;7.2
76932;2010;1;16;13;7.2
76932;2010;1;16;14;7.2
76932;2010;1;16;15;7.2
76932;2010;1;16;16;7.2
76932;2010;1;16;17;7.2
76932;2010;1;16;18;7.2
76932;2010;1;16;19;7.2
76932;2010;1;16;20;7.2
76932;2010;1;16;21;7.2
76932;2010;1;16;22;7.1
76932;2010;1;16;23;7.2
76932;2010;1;16;24;7.1
76932;2010;1;17;1;7.1
76932;2010;1;17;2;7.1
76932;2010;1;17;3;7.0
76932;2010;1;17;4;7.0
76932;2010;1;17;5;7.0
76932;2010;1;17;6;7.0
76932;2010;1;17;7;7.0
76932;2010;1;17;8;7.0
76932;2010;1;17;9;7.0
76932;2010;1;17;10;6.9
76932;2010;1;17;11;7.0
76932;2010;1;17;12;6.9
76932;2010;1;17;13;6.8
76932;2010;1;17;14;6.9
76932;2010;1;17;15;6.8
76932;2010;1;17;16;6.8
76932;2010;1;17;17;6.8
76932;2010;1;17;18;6.8
76932;2010;1;17;19;6.8
76932;2010;1;17;20;6.8
76932;2010;1;17;21;6.9
76932;2010;1;17;22;6.9
76932;2010;1;17;23;6.9
76932;2010;1;17;24;6.9
76932;2010;1;18;1;6.9
76932;2010;1;18;2;6.9
76932;2010;1;18;3;6.9
76932;2010;1;18;4;6.9
76932;2010;1;18;5;6.9
76932;2010;1;18;6;7.0
76932;2010;1;18;7;7.0
76932;2010;1;18;8;7.0
76932;2010;1;18;9;7.0
76932;2010;1;18;10;7.1
76932;2010;1;18;11;7.2
76932;2010;1;18;12;7.2
76932;2010;1;18;13;7.2
76932;2010;1;18;14;7.2
76932;2010;1;18;15;7.3
76932;2010;1;18;16;7.3
76932;2010;1;18;17;7.3
76932;2010;1;18;18;7.3
76932;2010;1;18;19;7.3
76932;2010;1;18;20;7.3
76932;2010;1;18;21;7.3
76932;2010;1;18;22;7.4
76932;2010;1;18;23;7.4
76932;2010;1;18;24;7.4
76932;2010;1;19;1;7.5
76932;2010;1;19;2;7.4
76932;2010;1;19;3;7.5
76932;2010;1;19;4;7.5
76932;2010;1;19;5;7.5
76932;2010;1;19;6;7.5
76932;2010;1;19;7;7.4
76932;2010;1;19;8;7.5
76932;2010;1;19;9;7.5
76932;2010;1;19;10;7.5
76932;2010;1;19;11;7.4
76932;2010;1;19;12;7.4
76932;2010;1;19;13;7.4
76932;2010;1;19;14;7.4
76932;2010;1;19;15;7.3
76932;2010;1;19;16;7.3
76932;2010;1;19;17;7.3
76932;2010;1;19;18;7.3
76932;2010;1;19;19;7.3
76932;2010;1;19;20;7.3
76932;2010;1;19;21;7.3
76932;2010;1;19;22;7.3
76932;2010;1;19;23;7.3
76932;2010;1;19;24;7.3
76932;2010;1;20;1;7.3
76932;2010;1;20;2;7.3
76932;2010;1;20;3;7.3
76932;2010;1;20;4;7.4
76932;2010;1;20;5;7.3
76932;2010;1;20;6;7.3
76932;2010;1;20;7;7.3
76932;2010;1;20;8;7.3
76932;2010;1;20;9;7.2
76932;2010;1;20;10;7.2
76932;2010;1;20;11;7.2
76932;2010;1;20;12;7.2
76932;2010;1;20;13;7.2
76932;2010;1;20;14;7.2
76932;2010;1;20;15;7.1
76932;2010;1;20;16;7.2
76932;2010;1;20;17;7.1
76932;2010;1;20;18;7.1
76932;2010;1;20;19;7.0
76932;2010;1;20;20;7.0
76932;2010;1;20;21;7.0
76932;2010;1;20;22;6.9
76932;2010;1;20;23;7.0
76932;2010;1;20;24;6.9
76932;2010;1;21;1;6.9
76932;2010;1;21;2;7.0
76932;2010;1;21;3;6.9
76932;2010;1;21;4;6.9
76932;2010;1;21;5;6.9
76932;2010;1;21;6;6.9
76932;2010;1;21;7;6.9
76932;2010;1;21;8;6.8
76932;2010;1;21;9;6.9
76932;2010;1;21;10;6.9
76932;2010;1;21;11;6.9
76932;2010;1;21;12; 
76932;2010;1;21;13;6.8
76932;2010;1;21;14;6.8
76932;2010;1;21;15;6.8
76932;2010;1;21;16;6.8
76932;2010;1;21;17;6.8
76932;2010;1;21;18;6.8
76932;2010;1;21;19;6.8
76932;2010;1;21;20;6.8
76932;2010;1;21;21;6.8
76932;2010;1;21;22;6.8
76932;2010;1;21;23;6.8
76932;2010;1;21;24;6.8
76932;2010;1;22;1;6.8
76932;2010;1;22;2;6.8
76932;2010;1;22;3;6.7
76932;2010;1;22;4;6.8
76932;2010;1;22;5;6.8
76932;2010;1;22;6;6.8
76932;2010;1;22;7;6.8
76932;2010;1;22;8;6.8
76932;2010;1;22;9;6.8
76932;2010;1;22;10;6.8
76932;2010;1;22;11; 
76932;2010;1;22;12; 
76932;2010;1;22;13; 
76932;2010;1;22;14; 
76932;2010;1;22;15; 
76932;2010;1;22;16; 
76932;2010;1;22;17; 
76932;2010;1;22;18; 
76932;2010;1;22;19; 
76932;2010;1;22;20; 
76932;2010;1;22;21; 
76932;2010;1;22;22; 
76932;2010;1;22;23; 
76932;2010;1;22;24; 
76932;2010;1;23;1; 
76932;2010;1;23;2; 
76932;2010;1;23;3; 
76932;2010;1;23;4; 
76932;2010;1;23;5; 
76932;2010;1;23;6; 
76932;2010;1;23;7; 
76932;2010;1;23;8; 
76932;2010;1;23;9; 
76932;2010;1;23;10;6.6
76932;2010;1;23;11;6.6
76932;2010;1;23;12;6.6
76932;2010;1;23;13;6.6
76932;2010;1;23;14;6.6
76932;2010;1;23;15;6.6
76932;2010;1;23;16;6.6
76932;2010;1;23;17;6.6
76932;2010;1;23;18;6.5
76932;2010;1;23;19;6.5
76932;2010;1;23;20;6.5
76932;2010;1;23;21;6.5
76932;2010;1;23;22;6.5
76932;2010;1;23;23;6.5
76932;2010;1;23;24;6.5
76932;2010;1;24;1;6.5
76932;2010;1;24;2;6.5
76932;2010;1;24;3;6.4
76932;2010;1;24;4;6.4
76932;2010;1;24;5;6.4
76932;2010;1;24;6;6.4
76932;2010;1;24;7;6.5
76932;2010;1;24;8;6.5
76932;2010;1;24;9;6.5
76932;2010;1;24;10;6.5
76932;2010;1;24;11;6.5
76932;2010;1;24;12;6.6
76932;2010;1;24;13;6.6
76932;2010;1;24;14;6.6
76932;2010;1;24;15;6.7
76932;2010;1;24;16;6.7
76932;2010;1;24;17;6.7
76932;2010;1;24;18;6.6
76932;2010;1;24;19;6.7
76932;2010;1;24;20;6.7
76932;2010;1;24;21;6.6
76932;2010;1;24;22;6.6
76932;2010;1;24;23;6.6
76932;2010;1;24;24;6.7
76932;2010;1;25;1;6.6
76932;2010;1;25;2;6.7
76932;2010;1;25;3;6.6
76932;2010;1;25;4;6.6
76932;2010;1;25;5;6.6
76932;2010;1;25;6;6.5
76932;2010;1;25;7;6.5
76932;2010;1;25;8;6.6
76932;2010;1;25;9;6.6
76932;2010;1;25;10;6.5
76932;2010;1;25;11;6.5
76932;2010;1;25;12;6.6
76932;2010;1;25;13;6.5
76932;2010;1;25;14;6.5
76932;2010;1;25;15;6.5
76932;2010;1;25;16;6.6
76932;2010;1;25;17;6.6
76932;2010;1;25;18;6.6
76932;2010;1;25;19;6.6
76932;2010;1;25;20;6.6
76932;2010;1;25;21;6.6
76932;2010;1;25;22;6.6
76932;2010;1;25;23;6.6
76932;2010;1;25;24;6.6
76932;2010;1;26;1;6.6
76932;2010;1;26;2;6.6
76932;2010;1;26;3;6.6
76932;2010;1;26;4;6.6
76932;2010;1;26;5;6.6
76932;2010;1;26;6;6.6
76932;2010;1;26;7;6.6
76932;2010;1;26;8;6.6
76932;2010;1;26;9;6.7
76932;2010;1;26;10;6.7
76932;2010;1;26;11;6.7
76932;2010;1;26;12;6.7
76932;2010;1;26;13;6.7
76932;2010;1;26;14;6.8
76932;2010;1;26;15;6.8
76932;2010;1;26;16;6.8
76932;2010;1;26;17;6.8
76932;2010;1;26;18;6.8
76932;2010;1;26;19;6.8
76932;2010;1;26;20;6.8
76932;2010;1;26;21;6.8
76932;2010;1;26;22;6.8
76932;2010;1;26;23;6.8
76932;2010;1;26;24;6.9
76932;2010;1;27;1;6.8
76932;2010;1;27;2;6.9
76932;2010;1;27;3;6.9
76932;2010;1;27;4;6.9
76932;2010;1;27;5;6.9
76932;2010;1;27;6;7.0
76932;2010;1;27;7;7.0
76932;2010;1;27;8;7.0
76932;2010;1;27;9;7.0
76932;2010;1;27;10;7.0
76932;2010;1;27;11;7.1
76932;2010;1;27;12;7.0
76932;2010;1;27;13;7.0
76932;2010;1;27;14;7.1
76932;2010;1;27;15;7.1
76932;2010;1;27;16;7.1
76932;2010;1;27;17;7.1
76932;2010;1;27;18;7.1
76932;2010;1;27;19;7.1
76932;2010;1;27;20;7.1
76932;2010;1;27;21;7.1
76932;2010;1;27;22;7.0
76932;2010;1;27;23;7.0
76932;2010;1;27;24;6.9
76932;2010;1;28;1;6.9
76932;2010;1;28;2;6.9
76932;2010;1;28;3;6.9
76932;2010;1;28;4;6.8
76932;2010;1;28;5;6.8
76932;2010;1;28;6;6.8
76932;2010;1;28;7;6.7
76932;2010;1;28;8;6.7
76932;2010;1;28;9;6.7
76932;2010;1;28;10;6.6
76932;2010;1;28;11;6.6
76932;2010;1;28;12;6.6
76932;2010;1;28;13;6.5
76932;2010;1;28;14;6.5
76932;2010;1;28;15;6.5
76932;2010;1;28;16;6.5
76932;2010;1;28;17;6.5
76932;2010;1;28;18;6.4
76932;2010;1;28;19;6.4
76932;2010;1;28;20;6.5
76932;2010;1;28;21;6.4
76932;2010;1;28;22;6.4
76932;2010;1;28;23;6.4
76932;2010;1;28;24;6.5
76932;2010;1;29;1;6.5
76932;2010;1;29;2;6.5
76932;2010;1;29;3;6.5
76932;2010;1;29;4;6.4
76932;2010;1;29;5;6.5
76932;2010;1;29;6;6.4
76932;2010;1;29;7;6.3
76932;2010;1;29;8;6.3
76932;2010;1;29;9;6.2
76932;2010;1;29;10;6.2
76932;2010;1;29;11;6.2
76932;2010;1;29;12;6.2
76932;2010;1;29;13;6.2
76932;2010;1;29;14;6.2
76932;2010;1;29;15;6.2
76932;2010;1;29;16;6.3
76932;2010;1;29;17;6.3
76932;2010;1;29;18;6.3
76932;2010;1;29;19;6.3
76932;2010;1;29;20;6.4
76932;2010;1;29;21;6.4
76932;2010;1;29;22;6.4
76932;2010;1;29;23;6.4
76932;2010;1;29;24;6.4
76932;2010;1;30;1;6.3
76932;2010;1;30;2;6.4
76932;2010;1;30;3;6.4
76932;2010;1;30;4;6.4
76932;2010;1;30;5;6.3
76932;2010;1;30;6;6.3
76932;2010;1;30;7;6.3
76932;2010;1;30;8;6.3
76932;2010;1;30;9;6.3
76932;2010;1;30;10;6.3
76932;2010;1;30;11;6.3
76932;2010;1;30;12;6.3
76932;2010;1;30;13;6.3
76932;2010;1;30;14;6.3
76932;2010;1;30;15;6.3
76932;2010;1;30;16;6.3
76932;2010;1;30;17;6.3
76932;2010;1;30;18;6.3
76932;2010;1;30;19;6.3
76932;2010;1;30;20;6.3
76932;2010;1;30;21;6.3
76932;2010;1;30;22;6.3
76932;2010;1;30;23;6.3
76932;2010;1;30;24;6.3
76932;2010;1;31;1;6.3
76932;2010;1;31;2;6.3
76932;2010;1;31;3;6.3
76932;2010;1;31;4;6.4
76932;2010;1;31;5;6.4
76932;2010;1;31;6;6.4
76932;2010;1;31;7;6.4
76932;2010;1;31;8;6.4
76932;2010;1;31;9;6.4
76932;2010;1;31;10;6.4
76932;2010;1;31;11;6.3
76932;2010;1;31;12;6.3
76932;2010;1;31;13;6.3
76932;2010;1;31;14;6.3
76932;2010;1;31;15;6.3
76932;2010;1;31;16;6.3
76932;2010;1;31;17;6.3
76932;2010;1;31;18;6.3
76932;2010;1;31;19;6.3
76932;2010;1;31;20;6.2
76932;2010;1;31;21;6.2
76932;2010;1;31;22;6.2
76932;2010;1;31;23;6.2
76932;2010;1;31;24;6.2
